"","yrswork","numjobs","ab5cconscientiousness","ab5cintellect","cttindustriousness","mpqwellbeing","mpqachievement","lifesatisfaction"
"673",26,11,3.72727272727273,3,2.4,1.75,1.83333333333333,4.6
"674",15,8,3.36363636363636,4.45454545454545,3,1.41666666666667,1.83333333333333,4.4
"675",42,10,4.36363636363636,3.27272727272727,3.1,1.41666666666667,1.58333333333333,2.6
"676",0,0,3.72727272727273,3.45454545454545,2.9,1.08333333333333,1.25,5
"677",23,4,4.09090909090909,2.63636363636364,3.3,1.08333333333333,1.25,2
"678",30,8,3.90909090909091,3.54545454545455,3.3,1.33333333333333,1.33333333333333,4
"679",40,7,4.45454545454545,3.36363636363636,3.4,1.75,1.25,3
"680",20,7,4.72727272727273,4.18181818181818,3.6,1.16666666666667,1.33333333333333,3.8
"681",60,4,4.27272727272727,3,3.2,1,1.5,6
"682",50,4,3.72727272727273,2.72727272727273,2.9,1.08333333333333,1.5,6
"683",10,3,3.54545454545455,3.63636363636364,3.3,1.33333333333333,1.83333333333333,5.8
"684",28,4,3.27272727272727,2.90909090909091,2.6,1.09090909090909,1.91666666666667,5.6
"685",23,6,2.90909090909091,3.72727272727273,2.8,1.25,1.58333333333333,6
"686",29,7,3,3,3.3,1,1.41666666666667,3.4
"687",57,20,4.54545454545455,4,3.5,1.08333333333333,1.41666666666667,5.4
"688",48,15,2.90909090909091,2.63636363636364,2.7,1.25,1.75,3.6
"689",10,4,4.45454545454545,3.45454545454545,3,1.58333333333333,1.66666666666667,1.4
"690",30,6,3.72727272727273,3.09090909090909,2.88888888888889,1,1.91666666666667,6
"691",0,0,4,3.63636363636364,3.9,1.25,1.08333333333333,6.4
"692",50,20,4.63636363636364,3.27272727272727,3.3,1.25,1.25,3
"693",63,12,3.90909090909091,4.27272727272727,3,1,1.33333333333333,7
"694",5,3,3.45454545454545,3,2.8,1,1.5,3.4
"695",26,1,4.36363636363636,2.81818181818182,3.88888888888889,1.25,1.25,5.4
"696",24,15,4.63636363636364,4.72727272727273,3.6,1,1,4.6
"697",48,3,4.27272727272727,2.90909090909091,3.3,1,1.75,3.8
"698",35,2,3.72727272727273,3.54545454545455,3.7,1.5,1.33333333333333,6
"699",46,4,4.63636363636364,3.63636363636364,3.2,1.16666666666667,1.66666666666667,6.2
"700",19,8,4.54545454545455,4.36363636363636,4,1,1.08333333333333,6.4
"701",26,8,4.90909090909091,3.81818181818182,3.9,1.25,1.5,6.2
"702",45,6,4.09090909090909,3.27272727272727,3.7,1,1.16666666666667,6.2
"703",7,6,2.90909090909091,2.81818181818182,2,1.83333333333333,2,1.4
"704",5,4,3.72727272727273,2.63636363636364,3,1.66666666666667,1.66666666666667,4
"705",35,2,4.45454545454545,3.1,2.8,1,1.25,4.8
"706",11,8,4.18181818181818,4.6,3.6,1.25,1.33333333333333,5.6
"707",35,4,4.72727272727273,3.09090909090909,2.5,1.25,1.66666666666667,7
"708",18,1,3.90909090909091,3.18181818181818,2.7,1.33333333333333,1.66666666666667,2.8
"709",24,10,4.27272727272727,4.63636363636364,4,1,1,6.4
"710",38,4,4.36363636363636,3.63636363636364,3.3,1.33333333333333,1.25,5
"711",30,8,3.27272727272727,3,3.1,1.33333333333333,1.81818181818182,1.8
"712",12,3,3.09090909090909,2.81818181818182,2.8,1.58333333333333,1.5,3.8
"713",37,2,4.54545454545455,3.63636363636364,3,1.08333333333333,1.25,6
"714",40,6,2.81818181818182,2.54545454545455,2.3,2,2,1.8
"715",0,2,2.45454545454545,3.18181818181818,2.4,1.41666666666667,1.41666666666667,6
"716",41,3,4.72727272727273,3.81818181818182,3.5,1,1.33333333333333,6
"717",43,10,3.18181818181818,2.81818181818182,2.9,1.33333333333333,1.58333333333333,4
"718",39,2,3.54545454545455,3.18181818181818,3.6,1.41666666666667,1.5,3.6
"719",41,4,4.09090909090909,3.54545454545455,3,1.16666666666667,1.5,4.6
"720",36,2,3.45454545454545,4,2.3,1,1.83333333333333,3.2
"721",39,4,4.45454545454545,3.45454545454545,3.1,1.33333333333333,1.33333333333333,6.2
"722",33,10,4.72727272727273,4.81818181818182,4,1,1.16666666666667,5.4
"723",35,2,4.2,4.63636363636364,3.5,1.33333333333333,1.41666666666667,5.8
"724",28,8,4.09090909090909,4.09090909090909,3.77777777777778,1,1.08333333333333,5.6
"725",18,6,4,2.72727272727273,3.1,1.33333333333333,1.36363636363636,5.6
"726",12,3,3.45454545454545,3,3.5,1,1.08333333333333,5.8
"727",11,5,4.81818181818182,3.45454545454545,3.2,1.5,1.25,4.8
"728",33,7,4.27272727272727,3.27272727272727,3.8,1.5,1,2
"729",11,3,3.81818181818182,3.81818181818182,3.1,1,1.33333333333333,5.8
"730",45,6,4.54545454545455,3,2.88888888888889,1.33333333333333,1.16666666666667,4.6
"731",62,4,3.90909090909091,3.6,3.1,1.16666666666667,1.66666666666667,6
"732",40,10,4.45454545454545,4.45454545454545,3.5,1.16666666666667,1.25,6.2
"733",25,12,3.81818181818182,3.5,3,1.09090909090909,1,2.8
"734",31,2,3.54545454545455,3.63636363636364,3,1,1.08333333333333,5.4
"735",40,4,3.36363636363636,4.09090909090909,3.2,1.41666666666667,1.25,6
"736",48,7,3.27272727272727,4.45454545454545,2.8,1,1.5,2.2
"737",25,4,3.90909090909091,3.81818181818182,2.8,1.33333333333333,1.58333333333333,4.8
"738",37,10,4.3,4.09090909090909,3.8,1,1.33333333333333,5.2
"739",25,4,3.81818181818182,3.45454545454545,3,1,1.08333333333333,6
"740",9,1,4.72727272727273,3.54545454545455,3.66666666666667,1,1,6.4
"741",25,10,3.72727272727273,4.18181818181818,2.7,1.25,1.83333333333333,4
"742",43,15,4.90909090909091,4.36363636363636,4,1,1.33333333333333,6.4
"743",11,10,4,3.63636363636364,3,1.5,1.91666666666667,5.6
"744",45,4,3.27272727272727,2.63636363636364,2.8,1.25,1.91666666666667,5.8
"745",43,7,4.63636363636364,4.18181818181818,3.9,1.16666666666667,1,3
"746",6,4,4.45454545454545,2.63636363636364,4,1.41666666666667,1.16666666666667,6
"747",45,6,4.81818181818182,3.09090909090909,3.3,1.41666666666667,1.16666666666667,2.2
"748",43,10,4,4.90909090909091,3.6,1.25,1.33333333333333,5
"749",10,5,3.81818181818182,3.27272727272727,2.88888888888889,1.66666666666667,1.16666666666667,4.8
"750",38,5,4.4,4.9,3.9,1.08333333333333,1.5,6.2
"751",7,4,4.54545454545455,4.27272727272727,3.7,1.16666666666667,1,3
"752",30,12,4.09090909090909,4.09090909090909,3,1,1.28571428571429,5
"753",54,10,3.54545454545455,3.36363636363636,2.9,1.33333333333333,1.41666666666667,3
"754",3,1,3.63636363636364,3.09090909090909,2.7,1.58333333333333,1.5,3.2
"755",35,4,5,4.45454545454545,4,1.16666666666667,1.16666666666667,4
"756",55,10,4,3.63636363636364,3.5,1.08333333333333,1.08333333333333,5
"757",50,30,3.45454545454545,3.18181818181818,2.4,1.41666666666667,1.5,4
"758",53,25,4.54545454545455,3.18181818181818,3.6,1.16666666666667,1.25,4
"759",5,3,2.72727272727273,4.09090909090909,2.8,1,1.5,6.6
"760",18,10,3.81818181818182,4.18181818181818,3.1,1.33333333333333,1.08333333333333,3
"761",15,20,3.72727272727273,4.18181818181818,3.4,1,1.25,6.2
"762",38,5,4.27272727272727,3.45454545454545,2.9,1.16666666666667,1.58333333333333,5.8
"763",20,0,3.90909090909091,3.63636363636364,3.1,1.25,1.58333333333333,4.4
"764",17,7,3.72727272727273,3,3.5,1.33333333333333,1.25,2.8
"765",6,3,3,3,2.4,2,1.81818181818182,4
"766",30,3,4.36363636363636,3.18181818181818,3.5,1.33333333333333,1.11111111111111,3.6
"767",2,3,3.90909090909091,3.81818181818182,3.1,1.16666666666667,1.25,5.8
"768",34,9,4.18181818181818,4.18181818181818,3.1,1.08333333333333,1.08333333333333,4.8
"769",53,16,3.81818181818182,4.09090909090909,3.4,1.08333333333333,1.25,2.8
"770",22,7,3.45454545454545,2.72727272727273,2.9,1.66666666666667,1.41666666666667,3.4
"771",10,6,4.54545454545455,2.81818181818182,3.6,1.08333333333333,1.25,6
"772",43,3,3.18181818181818,2.90909090909091,2.7,1.16666666666667,1.5,4.8
"773",35,11,4.18181818181818,4.36363636363636,3.7,1.25,1.41666666666667,4.8
"774",NA,NA,3.63636363636364,2.45454545454545,3.1,1.75,1.25,4
"775",15,5,4,4.22222222222222,3.8,1,1.27272727272727,5.6
"776",45,40,3.54545454545455,2.63636363636364,2.8,1.25,1.33333333333333,3.6
"777",32,5,4.09090909090909,3.81818181818182,3.8,1.08333333333333,1.41666666666667,5.6
"778",16,1,4.45454545454545,3.72727272727273,3.8,1.08333333333333,1.33333333333333,3.8
"779",NA,50,2.54545454545455,3.27272727272727,2.1,2,1.66666666666667,2
"780",32,17,3.63636363636364,3.18181818181818,2.7,1.66666666666667,1.91666666666667,2.8
"781",37,6,3.90909090909091,4.36363636363636,3,1.25,1.91666666666667,5.2
"782",42,4,4,3.72727272727273,3.7,1.41666666666667,1.41666666666667,5.6
"783",26,7,4.09090909090909,4.18181818181818,3.1,1,1,6
"784",34,16,4.54545454545455,4.27272727272727,3.3,1.08333333333333,1.33333333333333,4.4
"785",21,7,3.18181818181818,3.72727272727273,2.8,1.08333333333333,1.58333333333333,3
"786",31,5,4.09090909090909,3.81818181818182,3.6,1.83333333333333,1,3.4
"787",28,6,3.18181818181818,4.54545454545455,3.7,1.08333333333333,1.16666666666667,4.6
"788",6,3,3.45454545454545,3.63636363636364,2.4,1.75,1.75,3
"789",50,2,3.72727272727273,3,3.2,1.66666666666667,1.58333333333333,5.2
"790",25,2,4.81818181818182,3.72727272727273,3.9,1.41666666666667,1.25,4
"791",33,6,4.18181818181818,3,3.9,1.16666666666667,1.16666666666667,3.6
"792",8,5,3.36363636363636,3.81818181818182,2.9,1.08333333333333,1,4.6
"793",9,1,3.72727272727273,3.45454545454545,2.9,1.83333333333333,1.66666666666667,6.4
"794",30,5,4.54545454545455,4.54545454545455,3.7,1.75,1.33333333333333,4
"795",4,8,4.54545454545455,4,2.8,1.08333333333333,1,6
"796",22,5,4.09090909090909,3.09090909090909,4,1.58333333333333,1.45454545454545,5
"797",26,5,3.90909090909091,4,3,1.41666666666667,1.41666666666667,5.6
"798",50,12,4.90909090909091,3.54545454545455,3.5,1.08333333333333,1.25,4
"799",10,5,4.09090909090909,3.36363636363636,3.1,1.16666666666667,1.25,4.6
"800",12,2,4.18181818181818,4.45454545454545,3.8,1,1,6.8
"801",30,3,3.81818181818182,2.81818181818182,2.8,1,1.66666666666667,4.6
"802",32,12,4.54545454545455,4,3.7,1.08333333333333,1.08333333333333,3.8
"803",2,4,2.90909090909091,4.45454545454545,3.6,1,1.33333333333333,4.8
"804",17,10,4.09090909090909,4.63636363636364,3.8,1.16666666666667,1.08333333333333,3.2
"805",40,10,4.18181818181818,3.36363636363636,2.9,1.41666666666667,1.75,5.4
"806",34,4,4.09090909090909,3.18181818181818,3.7,1.08333333333333,1.25,5.2
"807",20,15,3.90909090909091,4.27272727272727,3.1,1.58333333333333,1.58333333333333,2.6
"808",23,4,4.36363636363636,4.63636363636364,3.7,1.16666666666667,1.25,5.6
"809",7,6,3,3.81818181818182,2.8,1.25,2,6
"810",10,2,4,2.63636363636364,3,1.08333333333333,1.33333333333333,7
"811",13,1,4.36363636363636,3.45454545454545,3.5,1.45454545454545,1.16666666666667,5.4
"812",11,7,4.27272727272727,3.45454545454545,3.44444444444444,1.09090909090909,1.41666666666667,6.8
"813",8,5,4.18181818181818,2.54545454545455,2.7,1.25,1.58333333333333,6
"814",45,10,4.45454545454545,3.72727272727273,4,1,1.41666666666667,5
"815",15,4,3.09090909090909,2.90909090909091,2.8,1.75,1.75,4.6
"816",16,1,3,3,2.5,2,1.83333333333333,4
"817",24,5,3.36363636363636,2.72727272727273,2.5,1.25,1.33333333333333,4.6
"818",45,2,3,3,2.4,1.58333333333333,1.58333333333333,4
"819",23,6,3.63636363636364,3.90909090909091,3.9,1.66666666666667,1.5,2.2
"820",35,2,3.90909090909091,3.36363636363636,2.5,1.08333333333333,1,6.8
"821",0,0,3.09090909090909,4.63636363636364,2.3,1,1.66666666666667,5.2
"822",37,10,4.36363636363636,4.54545454545455,3.8,1.08333333333333,1.08333333333333,5.4
"823",42,4,4.36363636363636,3.36363636363636,3.4,1.08333333333333,1.08333333333333,6
"824",22,7,5,5,4,1,1.33333333333333,6
"825",27,4,3.81818181818182,3.45454545454545,3.8,1.16666666666667,1.5,4.6
"826",41,7,4,3.90909090909091,3.2,1.08333333333333,1.25,5.6
"827",25,5,3.7,3.81818181818182,2.7,1.33333333333333,1.58333333333333,5.6
"828",9,2,4.18181818181818,3.36363636363636,3.1,1.25,1.08333333333333,6
"829",12,12,4.18181818181818,4.90909090909091,3.4,1,1.16666666666667,4
"830",7,1,3.45454545454545,3.09090909090909,3.1,1.08333333333333,1,5.6
"831",41,5,4.45454545454545,4.1,3.66666666666667,1.27272727272727,1.33333333333333,6.2
"832",55,9,5,3.63636363636364,4,1,1.08333333333333,6
"833",20,3,3.72727272727273,3.45454545454545,2.9,1.08333333333333,1.25,3.8
"834",33,1,4.63636363636364,3.09090909090909,3.8,1.16666666666667,1.16666666666667,5.6
"835",42,3,4,3.63636363636364,3.2,1.16666666666667,1.41666666666667,4.6
"836",33,15,2.90909090909091,2.2,2.33333333333333,1.75,1.91666666666667,3.2
"837",20,1,4.45454545454545,3.81818181818182,2.8,1.41666666666667,1.41666666666667,3.4
"838",2,3,4.27272727272727,4.27272727272727,3,1.08333333333333,1.33333333333333,5.4
"839",3,5,2.90909090909091,3,2.4,1.66666666666667,1.83333333333333,3
"840",65,15,4.54545454545455,3.72727272727273,3.2,1.08333333333333,1,5.2
"841",20,3,4.63636363636364,3.63636363636364,3.6,1,1.41666666666667,5.6
"842",0,0,4.72727272727273,3.81818181818182,3.6,1,1.08333333333333,6.2
"843",7,4,2.81818181818182,2.90909090909091,2.2,1.25,1.91666666666667,2
"844",15,2,4.36363636363636,3.45454545454545,3.33333333333333,1.41666666666667,1.41666666666667,5
"845",55,4,4.36363636363636,3.45454545454545,3.6,1.16666666666667,1.25,6
"846",5,2,4.09090909090909,3.81818181818182,3.5,1.16666666666667,1.25,4.8
"847",0,0,3.72727272727273,3.27272727272727,2.9,1.33333333333333,1.58333333333333,3
"848",2,4,3.81818181818182,3.72727272727273,3.1,1.5,1.75,3.6
"849",33,6,3.81818181818182,3.18181818181818,3.22222222222222,1,1,4.6
"850",25,5,4.09090909090909,3.72727272727273,3.1,1.08333333333333,1.5,6.2
"851",45,2,4.90909090909091,4.54545454545455,4,1,1,7
"852",8,4,3.45454545454545,3.09090909090909,3.1,1.25,1.16666666666667,5.6
"853",45,3,4.6,3.45454545454545,2.9,1.33333333333333,1.25,4
"854",8,7,3.90909090909091,4.54545454545455,3.1,1.41666666666667,1.08333333333333,3.2
"855",20,4,2.81818181818182,4.18181818181818,2.9,1,1.75,7
"856",60,99,4.72727272727273,3.90909090909091,3.7,1.08333333333333,1.08333333333333,6
"857",9,10,4.81818181818182,4.27272727272727,3.4,1.33333333333333,1.33333333333333,2
"858",20,3,4,3.36363636363636,2.8,1.25,1.58333333333333,4.8
"859",35,8,4.18181818181818,3.63636363636364,3.7,1.25,1.25,4.8
"860",36,4,4.18181818181818,4,2.8,1.08333333333333,1.41666666666667,6
"861",12,1,3.81818181818182,3.90909090909091,3.5,1,1.25,6.6
"862",8,10,2.90909090909091,3.18181818181818,2.3,1.83333333333333,1.83333333333333,3
"863",11,3,4.36363636363636,3.27272727272727,3.1,1.08333333333333,1.41666666666667,1.8
"864",0,2,3.27272727272727,2.90909090909091,2.7,1.58333333333333,1.75,4
"865",10,5,4.09090909090909,3.36363636363636,3,1.16666666666667,1.41666666666667,5.8
"866",18,6,3.63636363636364,3.72727272727273,3.4,1.66666666666667,1.33333333333333,2.6
"867",14,0,2.90909090909091,2.72727272727273,3,1.5,1.75,3
"868",15,2,4.45454545454545,3.54545454545455,3.6,1.33333333333333,1.5,7
"869",8,12,3.09090909090909,3.90909090909091,2.5,1.08333333333333,1.83333333333333,5
"870",10,6,4.45454545454545,4.36363636363636,3.6,1.16666666666667,1,6.4
"871",19,4,3.54545454545455,4.36363636363636,3.7,1.25,1,5.6
"872",10,6,4,3.90909090909091,3.5,1.16666666666667,1.16666666666667,7
"873",35,5,3.45454545454545,2.90909090909091,3.3,1.08333333333333,1.66666666666667,5.2
"874",27,2,3.09090909090909,3.90909090909091,3,1.83333333333333,1.5,4.6
"875",40,2,4.27272727272727,3.63636363636364,3.9,1.33333333333333,1.08333333333333,5.4
"876",37,4,3.72727272727273,3.18181818181818,3,1.5,1.5,4.2
"877",40,6,4.36363636363636,3.90909090909091,3.5,1.16666666666667,1.16666666666667,5.8
"878",25,8,2.63636363636364,2.72727272727273,2.7,1.91666666666667,1.91666666666667,2.6
"879",20,6,3.63636363636364,3.45454545454545,4,1.16666666666667,1,4.4
"880",13,3,4.36363636363636,4.6,3.8,1,1.16666666666667,5
"881",7,4,3.09090909090909,3.54545454545455,2.9,1.08333333333333,1.33333333333333,4.6
"882",35,4,3.63636363636364,3.63636363636364,2.8,1.25,1.5,3.8
"883",30,18,4.09090909090909,3.72727272727273,3,1.16666666666667,1.66666666666667,4.6
"884",15,4,4,3.09090909090909,2.9,1.08333333333333,1.5,6
"885",2,1,4.09090909090909,2.18181818181818,3,1.08333333333333,1.91666666666667,4.4
"886",35,2,4.18181818181818,4,3.3,1.33333333333333,1.58333333333333,6.4
"887",43,16,4.54545454545455,4.18181818181818,4,1.08333333333333,1.08333333333333,5.4
"888",6,3,4.54545454545455,3.9,3.1,1.41666666666667,1.25,5.8
"889",24,7,4.18181818181818,4.18181818181818,2.9,1.5,1.58333333333333,3.6
"890",40,14,4.45454545454545,4.09090909090909,3.2,1.16666666666667,1.16666666666667,6.8
"891",40,3,3.90909090909091,3.18181818181818,3.3,1.5,1.08333333333333,3
"892",15,5,4.45454545454545,3.09090909090909,3.3,1.08333333333333,1.58333333333333,7
"893",47,5,4.18181818181818,4,3.2,1.41666666666667,1.33333333333333,4.2
"894",35,5,3.09090909090909,3.54545454545455,2.5,1,1.91666666666667,3.4
"895",38,4,3.45454545454545,2.27272727272727,2.6,1.16666666666667,1.5,6
"896",15,6,3.63636363636364,4.72727272727273,3.5,1,1.75,5.8
"897",14,4,4,4.09090909090909,3,1.33333333333333,1.83333333333333,5.6
"898",40,3,4.09090909090909,3.09090909090909,3,1.5,1.5,5.6
"899",23,5,4.09090909090909,4,3.1,1.33333333333333,1.75,5.8
"900",32,10,4.72727272727273,5,3.5,1,1.08333333333333,6.4
"901",7,3,4.63636363636364,3.81818181818182,3.7,1.83333333333333,1.16666666666667,3.8
"902",24,4,3.72727272727273,4,3.3,1.25,1.18181818181818,5.6
"903",39,4,4.27272727272727,3.45454545454545,3.4,1.16666666666667,1.33333333333333,5.2
"904",35,2,3.6,2.72727272727273,3.2,1.08333333333333,1.72727272727273,4.4
"905",15,4,4.36363636363636,2.90909090909091,3.9,1.08333333333333,1,4
"906",45,5,4.45454545454545,3.72727272727273,4,1.08333333333333,1.08333333333333,5.8
"907",30,16,3.90909090909091,3.72727272727273,3.1,1.08333333333333,1.25,5.2
"908",15,4,3.81818181818182,3.54545454545455,3.7,1,1.25,6
"909",31,6,4.27272727272727,4.18181818181818,3.8,1,1,6.2
"910",9,4,4,3.90909090909091,3.6,1.25,1.33333333333333,6
"911",15,3,3.36363636363636,3.18181818181818,2.8,1.66666666666667,1.58333333333333,5.6
"912",35,5,3.09090909090909,3.54545454545455,2.8,1.75,2,2.4
"913",26,6,3.72727272727273,3.09090909090909,2.9,1.41666666666667,1.75,5.4
"914",34,6,4.63636363636364,4.27272727272727,4,1.08333333333333,1.08333333333333,5.2
"915",51,5,3.90909090909091,3.45454545454545,3.6,1,1,4
"916",37,7,3.45454545454545,3.54545454545455,3,1.66666666666667,1.83333333333333,1.6
"917",36,15,2.90909090909091,3,2.4,1.5,1.91666666666667,6.6
"918",60,4,3.63636363636364,2.81818181818182,3.8,1.16666666666667,1.08333333333333,3
"919",10,5,4.18181818181818,3.18181818181818,3.9,1.5,1.25,4.2
"920",35,11,2.81818181818182,4,3.4,1.41666666666667,1.41666666666667,4.2
"921",42,8,3.54545454545455,4,3.1,1.41666666666667,1.58333333333333,3.6
"922",44,12,4.09090909090909,4.18181818181818,3.1,1.08333333333333,1.33333333333333,4.6
"923",7,5,2.63636363636364,2.63636363636364,2.3,1.33333333333333,1.58333333333333,3.4
"924",42,13,2.54545454545455,3.90909090909091,2.3,1.58333333333333,1.91666666666667,1.4
"925",25,4,4.36363636363636,4.36363636363636,3.11111111111111,1.41666666666667,1.58333333333333,4.2
"926",7,1,4.18181818181818,3.90909090909091,3.5,1,1.25,5
"927",44,9,3.45454545454545,3.54545454545455,2.8,1.33333333333333,1.58333333333333,5.6
"928",20,3,3.45454545454545,3.09090909090909,2.33333333333333,1.5,1.91666666666667,3.6
"929",52,4,3.90909090909091,3.27272727272727,3.8,1.16666666666667,1.41666666666667,5.8
"930",21,3,4.72727272727273,3.18181818181818,3.6,1.5,1.08333333333333,3.4
"931",28,12,4.63636363636364,4.27272727272727,3.7,1.25,1.25,6
"932",24,4,3.72727272727273,3.63636363636364,2.7,1.33333333333333,1.58333333333333,5.6
"933",22,15,3.90909090909091,4.36363636363636,3.5,1.08333333333333,1.33333333333333,5.2
"934",16,6,4.09090909090909,4.54545454545455,3.6,1.5,1.25,4.4
"935",5,3,4.72727272727273,2.81818181818182,3.7,1.5,1.83333333333333,5.2
"936",47,15,3.90909090909091,3.81818181818182,3.1,1.33333333333333,1.66666666666667,5.4
"937",45,4,4.09090909090909,3.63636363636364,3.6,1.08333333333333,1.33333333333333,5.8
"938",14,5,3.27272727272727,3.36363636363636,2.5,1.75,1.91666666666667,3.6
"939",26,3,4.36363636363636,3.09090909090909,3.4,1.16666666666667,1.5,4.2
"940",5,4,3.36363636363636,3,3.6,1,1.08333333333333,6
"941",25,5,2.54545454545455,3.18181818181818,3.4,1,1.5,3.6
"942",10,4,3.36363636363636,2.81818181818182,2.7,1.25,1.5,4
"943",11,5,4.81818181818182,4.18181818181818,3.5,1.16666666666667,1.5,6.4
"944",26,6,4.09090909090909,4.54545454545455,3.2,1.91666666666667,1.41666666666667,1.4
"945",38,9,4.18181818181818,3.18181818181818,3.1,1,1.16666666666667,5.6
"946",39,5,3.09090909090909,3.63636363636364,2,1.08333333333333,2,6.6
"947",50,31,4.54545454545455,4.27272727272727,3.3,1,1.08333333333333,6.4
"948",58,12,4.18181818181818,2.63636363636364,2.8,1.08333333333333,1.25,5
"949",15,2,3.18181818181818,4,2.9,1.25,1.5,4
"950",3,4,2.18181818181818,3.90909090909091,1.7,1.83333333333333,1.91666666666667,3
"951",35,17,4.54545454545455,4.81818181818182,3.7,1.08333333333333,1,5
"952",37,2,3.72727272727273,2.63636363636364,3.5,1.58333333333333,1.5,5.2
"953",28,4,4.09090909090909,3.90909090909091,2.6,1.91666666666667,1.5,5.8
"954",40,8,3.90909090909091,3.54545454545455,3.9,1,1.16666666666667,6.6
"955",25,6,3.54545454545455,3.27272727272727,3,1.41666666666667,1.41666666666667,2
"956",22,8,4.45454545454545,3,4,1.5,1.25,6.6
"957",44,44,4.18181818181818,3.90909090909091,3.66666666666667,1,1.33333333333333,6.2
"958",35,2,4.45454545454545,4.09090909090909,3.66666666666667,1.33333333333333,1.16666666666667,3.4
"959",40,11,3.81818181818182,3.63636363636364,3.5,1,1.09090909090909,4.2
"960",30,1,4.54545454545455,3.63636363636364,3.9,1.33333333333333,1.16666666666667,3.2
"961",13,3,3.72727272727273,2.90909090909091,2.4,1.5,1.75,4
"962",11,6,3.18181818181818,4.36363636363636,3.8,1.08333333333333,1.08333333333333,5.6
"963",20,3,3.90909090909091,2.90909090909091,3.2,1.08333333333333,1.25,7
"964",6,4,3.90909090909091,3.45454545454545,2.5,1.83333333333333,1.5,4.2
"965",33,1,4.27272727272727,2.90909090909091,2.88888888888889,1.27272727272727,1.58333333333333,5.8
"966",56,13,3.90909090909091,4.36363636363636,3.2,1,1.33333333333333,6.2
"967",40,2,3.72727272727273,2.72727272727273,2.4,1.58333333333333,1.58333333333333,3.8
"968",19,4,3.90909090909091,4.27272727272727,3.11111111111111,1.18181818181818,1.25,7
"969",37,4,3.90909090909091,3,3.7,1.16666666666667,1.33333333333333,3.6
"970",45,6,4.45454545454545,3.81818181818182,3.4,1.08333333333333,1.33333333333333,5.6
"971",37,1,4.63636363636364,4,4,1,1.25,3.4
"972",13,10,4.18181818181818,4.45454545454545,2.9,1,1,5.2
"973",23,3,4.27272727272727,2.90909090909091,3.3,1.41666666666667,1.41666666666667,5.2
"974",41,4,3.27272727272727,3.54545454545455,2.7,1.5,1.58333333333333,5.4
"975",12,8,3.63636363636364,3.09090909090909,3,1.91666666666667,1.75,2.6
"976",50,7,4.63636363636364,3.72727272727273,3.7,1.08333333333333,1.08333333333333,6.4
"977",40,15,4,3,3.5,1.33333333333333,1.58333333333333,6
"978",0,0,3.1,3.1,2,1.08333333333333,1.25,1
"979",11,8,4.72727272727273,4.09090909090909,3.5,1.08333333333333,1.08333333333333,4.6
"980",32,7,4.72727272727273,4.27272727272727,4,1.09090909090909,1.18181818181818,6.4
"981",17,1,3.36363636363636,4.36363636363636,3.3,1.08333333333333,1.33333333333333,6.6
"982",10,0,4.27272727272727,3.63636363636364,3,1.08333333333333,1.16666666666667,4.6
"983",7,5,4.54545454545455,4.09090909090909,3.7,1,1,5.6
"984",45,17,4.63636363636364,4.8,3.6,1.16666666666667,1.33333333333333,4.2
"985",25,2,3.81818181818182,3.36363636363636,2.7,1.91666666666667,1.08333333333333,3.2
"986",30,5,4.54545454545455,4.09090909090909,3.7,1.16666666666667,1.25,3.2
"987",1,1,3.54545454545455,4.09090909090909,3.33333333333333,1,1,5.6
"988",20,10,2.54545454545455,4.09090909090909,2.3,1.25,1.58333333333333,4.8
"989",36,6,3.36363636363636,3.27272727272727,3.6,1.66666666666667,1,1.2
"990",17,15,4.18181818181818,4.90909090909091,3.7,1.33333333333333,1,3.8
"991",50,5,4.27272727272727,3.09090909090909,3.2,1.5,1.25,4.2
"992",30,2,4.27272727272727,3.54545454545455,2.9,1.25,1.16666666666667,5.2
"993",47,3,3.81818181818182,3.09090909090909,3.2,1,1.08333333333333,4.2
"994",38,1,3.90909090909091,4,2.8,1.16666666666667,1.16666666666667,4.4
"995",27,12,3.54545454545455,3.27272727272727,2.7,1.41666666666667,1.25,4.6
"996",25,6,4.81818181818182,3.18181818181818,3.9,1,1,5
"997",20,4,3.45454545454545,4,3.8,1.33333333333333,1.58333333333333,3.6
"998",0,0,4,3.63636363636364,2.5,1.58333333333333,1.33333333333333,2
"999",60,10,4.45454545454545,2.54545454545455,4,1.5,1,5.6
"1000",9,6,3.54545454545455,3.36363636363636,2.77777777777778,1.16666666666667,1.41666666666667,6.2
"1001",15,4,4.27272727272727,3.72727272727273,3.6,1.41666666666667,1.16666666666667,4.8
"1002",5,4,3.36363636363636,3.18181818181818,3.2,1.33333333333333,1.66666666666667,5.2
"1003",3,3,3.72727272727273,4.90909090909091,3.1,1.33333333333333,1.41666666666667,2.8
"1004",0,0,4.27272727272727,3.1,3.66666666666667,1.41666666666667,1.36363636363636,1.4
"1005",45,2,4.54545454545455,3.45454545454545,3.9,1.16666666666667,1.41666666666667,5.6
"1006",45,1,4.18181818181818,3.09090909090909,2.8,1.08333333333333,1.66666666666667,6
"1007",28,2,4.18181818181818,2.54545454545455,2.66666666666667,1.33333333333333,1.71428571428571,5.8
"1008",48,4,3.18181818181818,2.81818181818182,3.1,1.5,1.33333333333333,6
"1009",40,15,4,3.63636363636364,3,1.5,1.5,4
